unique_id,disbursement_date,loan_investment_amount,lender_insurance_premium,metro_type,LMI_type,revenue,full_time_employees,naics_code,jobs_created,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,active_status,support_amount,FICO_Score,Loan_default_probabilities,Risk_Level,FICO_Class,Loan_Prediction
AR_2012_LPP_1,6/27/2012,12490000.0,0.0,Non-Metro,Non-LMI,90000000.0,50.0,311412,15.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,593,0.51065546,Moderate,Fair,1
AR_2012_LPP_2,8/8/2012,6700000.0,0.0,Metro,Non-LMI,0.0,51.0,311411,51.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,874,0.04228775,Low,Very Good,0
AR_2012_LPP_3,8/8/2012,8385000.0,0.0,Non-Metro,Non-LMI,0.0,50.0,325211,50.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.07946097,Low,Very Good,0
AR_2012_LPP_4,8/23/2012,3850000.0,0.0,Non-Metro,Non-LMI,0.0,50.0,321214,50.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.07946097,Low,Very Good,0
AR_2012_VCP_19,11/7/2012,4500000.0,0.0,Metro,LMI,10132731.0,85.0,454112,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,593,0.51065546,Moderate,Fair,1
AR_2013_VCP_2,4/26/2013,664990.0,0.0,Metro,Non-LMI,486335.0,23.0,541512,3.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AR_2013_VCP_5,5/10/2013,4439111.0,0.0,Metro,LMI,2726621.0,17.0,324191,33.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.0784873,Low,Very Good,0
AR_2013_CAP_19,6/25/2013,10000.0,150.0,Metro,Non-LMI,61000.0,28.0,722511,1.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
AR_2013_LPP_2,9/4/2013,4400000.0,0.0,Non-Metro,LMI,2500000.0,27.0,482112,15.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,593,0.51065546,Moderate,Fair,1
AR_2013_LPP_4,9/16/2013,1370000.0,0.0,Non-Metro,Non-LMI,11000000.0,50.0,423310,30.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,880,0.03302781,Low,Very Good,0
AR_2013_VCP_13,9/25/2013,625000.0,0.0,Metro,LMI,2726621.0,17.0,324191,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,866,0.055246506,Low,Very Good,0
AR_2013_VCP_18,10/28/2013,250000.0,0.0,Metro,Non-LMI,1500000.0,21.0,541611,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,866,0.055246506,Low,Very Good,0
AR_2013_LGP_1,10/28/2013,300000.0,0.0,Metro,Non-LMI,391384.0,23.0,541512,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,160000.0,802,0.16195582,Moderate,Very Good,0
AR_2013_VCP_23,12/24/2013,1000000.0,0.0,Metro,Non-LMI,0.0,25.0,515120,25.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,875,0.04132846,Low,Very Good,0
AR_2014_VCP_16,5/1/2014,700000.0,0.0,Metro,Non-LMI,1139885.0,26.0,541512,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AR_2014_CAP_15,5/8/2014,15000.0,225.0,Metro,Non-LMI,85000.0,19.5,722511,1.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
AR_2014_VCP_39,8/29/2014,1118596.0,0.0,Metro,LMI,0.0,15.0,325413,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AR_2015_CAP_4,3/25/2015,20000.0,300.0,Non-Metro,Non-LMI,98000.0,17.0,541990,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
AR_2015_VCP_10,6/24/2015,1550000.0,0.0,Metro,LMI,935577.0,16.0,518210,12.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,780,0.1992509,Moderate,Very Good,0
AR_2015_VCP_15,8/12/2015,75000.0,0.0,Metro,Non-LMI,1400000.0,28.0,541512,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AR_2016_VCP_3,2/17/2016,342500.0,0.0,Metro,Non-LMI,1400000.0,30.0,541512,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,593,0.51065546,Moderate,Fair,1
AR_2016_VCP_6,3/20/2016,150000.0,0.0,Metro,LMI,386481.0,32.0,541511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AR_2016_VCP_9,5/12/2016,171500.0,0.0,Metro,Non-LMI,1400000.0,30.0,541512,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AR_2016_VCP_12,8/22/2016,475000.0,0.0,Metro,LMI,386481.0,35.0,541512,48.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,860,0.065047815,Low,Very Good,0
AR_2016_VCP_13,9/21/2016,2250000.0,0.0,Metro,LMI,316866.0,18.0,541990,30.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,880,0.03302781,Low,Very Good,0
AZ_2012_LPP_1,6/22/2012,1100000.0,0.0,Metro,LMI,3557601.0,23.0,237130,32.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.0784873,Low,Very Good,0
AZ_2012_LPP_2,8/1/2012,1500000.0,0.0,Metro,LMI,0.0,59.0,334413,43.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,841,0.096947715,Low,Very Good,0
AZ_2013_LPP_1,4/15/2013,4209800.0,0.0,Metro,Non-LMI,33456345.0,200.0,333415,125.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
AZ_2013_LPP_2,4/26/2013,540000.0,0.0,Metro,LMI,0.0,24.0,238220,17.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,828,0.119035356,Moderate,Very Good,0
AZ_2013_LPP_5,5/15/2013,1100000.0,0.0,Metro,LMI,2345000.0,19.0,325211,45.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,841,0.096947715,Low,Very Good,0
AZ_2013_LPP_6,6/10/2013,4000000.0,0.0,Metro,Non-LMI,1514751.01,125.0,711320,410.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
AZ_2013_LPP_7,7/23/2013,787039.0,0.0,Metro,Non-LMI,33456345.0,200.0,333415,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AZ_2013_LPP_8,8/20/2013,650000.0,0.0,Metro,LMI,781452.23,25.0,332322,12.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,780,0.1992509,Moderate,Very Good,0
AZ_2013_LPP_13,10/25/2013,600000.0,0.0,Metro,LMI,781452.23,25.0,332322,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AZ_2013_LPP_14,10/29/2013,955000.0,0.0,Metro,LMI,2879000.0,31.0,238320,13.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,711,0.31418076,Moderate,Very Good,0
AZ_2013_LPP_15,11/15/2013,500000.0,0.0,Metro,LMI,5025665.0,53.0,237130,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AZ_2014_LPP_1,2/26/2014,100000.0,0.0,Metro,Non-LMI,615300.0,15.0,541512,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,593,0.51065546,Moderate,Fair,1
AZ_2014_LPP_8,6/13/2014,742500.0,0.0,Metro,LMI,3726000.0,17.0,238150,12.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,780,0.1992509,Moderate,Very Good,0
AZ_2014_LPP_13,9/15/2014,4400000.0,0.0,Metro,LMI,0.0,20.0,237130,50.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.07946097,Low,Very Good,0
AZ_2014_LPP_14,9/17/2014,150000.0,0.0,Metro,LMI,1750539.0,19.0,423910,45.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,841,0.096947715,Low,Very Good,0
AZ_2014_LPP_15,10/24/2014,99900.0,0.0,Metro,Non-LMI,834062.0,24.0,621610,20.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,878,0.03613066,Low,Very Good,0
AZ_2014_LPP_16,10/31/2014,1250000.0,0.0,Metro,Non-LMI,1556000.0,16.0,446120,60.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,874,0.04228775,Low,Very Good,0
AZ_2015_LPP_1,1/27/2015,376000.0,0.0,Metro,LMI,6373100.0,18.0,238210,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,410,0.8153779,Very High,Fair,1
AZ_2015_LPP_3,3/6/2015,2200000.0,0.0,Metro,LMI,7854250.0,32.0,424690,12.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,780,0.1992509,Moderate,Very Good,0
AZ_2015_LPP_4,3/16/2015,721000.0,0.0,Metro,Non-LMI,3125000.0,26.0,624410,38.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,847,0.087126,Low,Very Good,0
AZ_2015_LPP_7,5/29/2015,100000.0,0.0,Metro,LMI,1572158.0,19.0,541512,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AZ_2015_LPP_9,6/23/2015,1000000.0,0.0,Metro,Non-LMI,4950000.0,21.0,423720,50.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.07946097,Low,Very Good,0
AZ_2015_LPP_11,7/22/2015,3950000.0,0.0,Metro,Non-LMI,0.0,15.0,332813,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,880,0.03302781,Low,Very Good,0
AZ_2015_LPP_12,9/29/2015,600000.0,0.0,Metro,LMI,3512928.0,65.0,561730,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.0784873,Low,Very Good,0
AZ_2015_LPP_13,10/16/2015,3000000.0,0.0,Metro,LMI,7930506.0,15.0,541519,223.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
AZ_2015_LPP_14,10/22/2015,61709.0,0.0,Metro,LMI,1295000.0,24.0,623312,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
AZ_2015_LPP_15,12/1/2015,2500000.0,0.0,Non-Metro,Non-LMI,1588281.0,20.0,482112,285.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
AZ_2016_LPP_3,3/10/2016,250000.0,0.0,Metro,Non-LMI,6717000.0,45.0,541512,49.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.07946097,Low,Very Good,0
AZ_2016_LPP_5,5/12/2016,1176000.0,0.0,Metro,Non-LMI,3376891.0,25.0,531210,44.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,841,0.096947715,Low,Very Good,0
AZ_2016_LPP_6,6/7/2016,300000.0,0.0,Metro,LMI,2124556.0,24.0,541612,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,593,0.51065546,Moderate,Fair,1
AZ_2016_LPP_7,8/24/2016,1528000.0,0.0,Metro,Non-LMI,3954507.0,40.0,332710,65.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,874,0.04228775,Low,Very Good,0
AZ_2016_LPP_8,10/19/2016,1000000.0,0.0,Metro,LMI,7434000.0,85.0,321999,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,878,0.03613066,Low,Very Good,0
CA_2011_LGP_1,2/17/2011,85000.0,0.0,Metro,LMI,0.0,35.0,445110,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,42500.0,852,0.0784873,Low,Very Good,0
CA_2011_CAP_1,3/15/2011,425000.0,8500.0,Metro,Non-LMI,15600000.0,46.0,331110,1.0,Bank or Thrift,Refinance,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_LGP_3,3/22/2011,150000.0,0.0,Metro,Non-LMI,3867530.27,60.0,238910,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,120000.0,880,0.03302781,Low,Very Good,0
CA_2011_CAP_20,3/30/2011,15000.0,300.0,Metro,Non-LMI,4060000.0,18.0,484220,0.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_21,3/30/2011,15000.0,300.0,Metro,Non-LMI,4060000.0,18.0,484220,0.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_26,4/7/2011,40000.0,800.0,Metro,LMI,2260000.0,16.0,484220,0.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_32,4/13/2011,5000.0,100.0,Metro,LMI,8350000.0,21.0,115115,1.0,Bank or Thrift,Purchase Real Estate,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_54,4/25/2011,50000.0,1000.0,Metro,LMI,987000.0,20.0,541910,20.0,Loan Fund,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,899,0.0010231283,Low,Very Good,0
CA_2011_LGP_6,4/26/2011,813000.0,0.0,Metro,LMI,0.0,16.0,236220,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,650400.0,593,0.51065546,Moderate,Fair,1
CA_2011_CAP_71,5/4/2011,25000.0,500.0,Metro,LMI,1208976.0,21.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_78,5/9/2011,8500.0,297.5,Metro,LMI,216000.0,23.0,561720,1.0,Loan Fund,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_89,5/13/2011,529324.0,10586.48,Metro,LMI,6378000.0,25.0,811121,1.0,Bank or Thrift,Purchase Real Estate,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_92,5/17/2011,200000.0,6000.0,Metro,LMI,1297265.0,15.0,541110,0.0,Bank or Thrift,Purchase Real Estate,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_LGP_9,5/17/2011,400000.0,0.0,Metro,LMI,837922.0,20.0,814110,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,410,0.8153779,Very High,Fair,1
CA_2011_CAP_98,5/23/2011,334000.0,6680.0,Metro,LMI,4768860.0,20.0,238910,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_LGP_10,5/23/2011,150000.0,0.0,Metro,LMI,1200000.0,21.0,311811,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,90000.0,802,0.16195582,Moderate,Very Good,0
CA_2011_CAP_100,5/25/2011,250000.0,5000.0,Metro,Non-LMI,4392000.0,32.0,423610,1.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_104,5/31/2011,45000.0,900.0,Metro,Non-LMI,12680000.0,60.0,484220,0.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_105,5/31/2011,45000.0,900.0,Metro,Non-LMI,12680000.0,60.0,484220,0.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_109,5/31/2011,1000000.0,20000.0,Metro,Non-LMI,10930000.0,250.0,561730,10.0,Bank or Thrift,Refinance,2011.0,Early Stage,Unknown,0.0,892,0.012304217,Low,Very Good,0
CA_2011_CAP_111,5/31/2011,610000.0,12200.0,Metro,Non-LMI,627000.0,20.0,238340,2.0,Bank or Thrift,Purchase Real Estate,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_112,6/1/2011,10000.0,200.0,Metro,LMI,1379000.0,17.0,488410,0.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_LGP_13,6/1/2011,700000.0,0.0,Metro,LMI,2200000.0,23.0,722511,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,560000.0,802,0.16195582,Moderate,Very Good,0
CA_2011_CAP_125,6/6/2011,400000.0,8000.0,Metro,Non-LMI,577000.0,15.0,423930,2.0,Bank or Thrift,Purchase Real Estate,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_LGP_15,6/8/2011,640000.0,0.0,Metro,Non-LMI,0.0,15.0,519130,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,416000.0,626,0.4566288,Moderate,Good,0
CA_2011_CAP_139,6/14/2011,750000.0,15000.0,Metro,Non-LMI,5891200.0,17.0,561320,1.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_143,6/15/2011,25000.0,500.0,Metro,Non-LMI,3193873.0,35.0,722511,6.0,Loan Fund,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,880,0.032355074,Low,Very Good,0
CA_2011_LGP_17,6/20/2011,200000.0,0.0,Metro,LMI,1475953.0,28.0,339999,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,130000.0,593,0.51065546,Moderate,Fair,1
CA_2011_CAP_159,6/22/2011,25000.0,500.0,Metro,LMI,3936020.0,15.0,236220,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_165,6/23/2011,250000.0,5000.0,Metro,LMI,7041000.0,45.0,332311,13.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,895,0.0067451973,Low,Very Good,0
CA_2011_LGP_20,6/28/2011,500000.0,0.0,Metro,Non-LMI,10258355.0,20.0,237130,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,400000.0,410,0.8153779,Very High,Fair,1
CA_2011_CAP_200,6/30/2011,180000.0,3600.0,Metro,Non-LMI,8859000.0,21.0,484220,0.0,Bank or Thrift,Refinance,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_204,7/5/2011,200000.0,4000.0,Metro,Non-LMI,896000.0,180.0,484110,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,899,0.0010231283,Low,Very Good,0
CA_2011_CAP_209,7/6/2011,1000000.0,20000.0,Metro,Non-LMI,20983822.0,24.0,331314,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_217,7/7/2011,500000.0,10000.0,Metro,LMI,8900000.0,70.0,562991,5.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,898,0.0018659685,Low,Very Good,0
CA_2011_CAP_227,7/12/2011,10000.0,200.0,Metro,LMI,1900000.0,15.0,484110,0.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_LGP_21,7/15/2011,1281000.0,0.0,Metro,Non-LMI,1115000.0,15.0,237130,11.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,634095.0,696,0.33934188,Moderate,Good,0
CA_2011_CAP_257,7/21/2011,7500.0,150.0,Metro,Non-LMI,1911270.0,44.0,624310,0.0,Bank or Thrift,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_267,7/25/2011,17894.74,626.31,Metro,Non-LMI,1200000.0,17.0,722513,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_277,7/27/2011,25000.0,500.0,Metro,Non-LMI,1316781.0,25.0,311812,2.0,Loan Fund,Purchase Equipment,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_278,7/27/2011,600000.0,12000.0,Metro,Non-LMI,5990000.0,45.0,332710,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,898,0.0018659685,Low,Very Good,0
CA_2011_CAP_279,7/27/2011,325000.0,6500.0,Metro,Non-LMI,4392000.0,32.0,423610,1.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_307,8/2/2011,286539.0,5730.78,Metro,Non-LMI,582000.0,45.0,423930,1.0,Bank or Thrift,Purchase Real Estate,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_308,8/2/2011,137040.0,2740.8,Metro,Non-LMI,1034000.0,20.0,531210,1.0,Bank or Thrift,Purchase Real Estate,2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_309,8/2/2011,250000.0,5000.0,Metro,LMI,10500000.0,65.0,561520,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_CAP_318,8/3/2011,250000.0,5000.0,Metro,Non-LMI,14748953.0,46.0,443142,1.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
CA_2011_LGP_32,8/11/2011,100000.0,0.0,Metro,Non-LMI,940704.0,15.0,337212,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,80000.0,802,0.16195582,Moderate,Very Good,0
CA_2011_LGP_35,8/19/2011,370000.0,0.0,Metro,LMI,1093937.0,24.0,311422,12.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,277500.0,780,0.1992509,Moderate,Very Good,0
